page,eng,twi,gaa
73,spring,,kwē
73,spring,,tū
73,spring,,ba
73,spring,mfiase,
73,spring,fifibere,
73,spring,nsuaniwa,
73,spring,nsuti,
73,spring,mmasu,
73,spring,mpāpae,
73,springe,afiri,
73,springe,,tṣōṅe
73,sprinkle,pẹ,
73,sprinkle,petẹ,
73,sprinkle,ḍwira,
73,sprinkle,,fā
73,sprinkle,,fā nọ
73,sprinkle,,tṣēṅe
73,sprout,fefẹw,
73,sprout,nyiṅ,
73,sprout,,gba ahwānyā
73,sprout,,kwē
73,sprout,mfefẹwe,
73,sprout,,ahwānyā
73,spume,ahuru,
73,spume,,afūi
73,spunk,mfahū,
73,spunk,,asósọ
73,spur,pọṅkopiadade,
73,spur,nṣoe,
73,spur,,kando
73,spur,wọ (opọṅko) dade,
73,spur,pia,
73,spur,,ṣi
73,spur,,tṣirẹ yise
74,steel,apagya-dade,stol
74,steel,dadepen,dadepeṅ
74,steep,kūroṅkūroṅ,sōmomō
74,steep,kūroṅkūroṅ,grēmē
74,steep,kūroṅkūroṅ,gōigōi
74,steep,kūroṅkūroṅ,groṅṅ
74,steer,kudọ,kudọ
74,steer,kyerẹ (hyeṅ) kwaṅ,
74,stem,dua,tšo
74,stem,dutaṅ,tšoku
74,stem,abusũa,
74,stem,siw kwaṅ,tši gbe
74,stem,siw ano,tši gbe
74,stem,di asi,tši gbe
74,stench,hũā,fū
74,stench,pāmpāṅ,dšē
74,stench,sā,dšē
74,step,tia,tšia
74,step,nantew,tšia
74,step,pere (kwaṅ),tšia
74,step,dọṅ,tšia
74,step,kyēa,tšia
74,step,nyie dada,tšia
74,step,atrapoẹ,atrakpe
74,step,onammoṅ,kpo
74,step-brother,agya-gba,tšebi
74,step-brother,eṇā-gba,tšebi
74,step-sister,agya-gba,nyebi
74,step-sister,eṇā-gba,nyebi
74,step-child,okunu ba,wubi
74,step-child,oyere ba,ñābi
74,steward,adiakyiri,adiatširi
74,steward,opiani,sẹmo
74,steward,ofiefwẹfo,sẹmo
74,stick,wo,du
74,stick,bọ,ka
74,stick,hyẹ,tšeke
74,stick,bata,tšē
74,stick,fām,kō
74,stick,tua,kpetẹ
74,stick,si,
74,stick,tim,
74,stick,ka (họ),
74,stick,dua,tšo
74,stick,poma,deṅhiemọtšo
74,stick,abā,deṅmātšo
74,stiff,deṅ,šākātā
74,stiff,kyeṅkyereṅṅ,keketē
74,stiff,wā,kwekwēkwe
74,stiff,trōmọ,
74,stiffness,okyẹṅ,šō
74,stiffness,oseṅ,šō
74,stifle,siw,šiu
74,stifle,siw mene,šiki
74,stifle,siw so,šiki
74,still,kómm,diō
74,still,dínṅ,diṅṅ
74,still,démm,krānā
74,still,kònī,kpō
74,still,krānā,
74,still,kránanana,
74,still,bọm,sĕ
74,still,tẹm,sĕ koni
74,still,pata,laka
74,still,dwudwọ,dšọ he
74,still,mā ti da,kpātŭ
74,still,da so,dō
74,still,kọ so,kĕ
74,still,ara,kĕlẹ
74,still,kyéṅkyēū ara,koṅṅ
74,still,nanso,lolo
74,still,eyẹ deṅ ara a,tšĕ
74,still,,tšĕkĕ
74,still,,tšebẹlẹ
74,sting,bọ,ti
74,sting,wo,tšĕ
74,sting,fwirow,tsĕrĕ
74,sting,ka,
74,sting,keka,
74,stink,(họ) boṅ,(he) fū
74,stink,yi hũā,dše fū
74,stink,,ša
74,stink,,dše sā
74,stinking,kaṅkaṅ,bobokple
74,stinking,,boṅboṅ
74,stinking,,fū
74,stinking,,ša
74,stinking,,šra
74,stipulate,hyẹ,ye fua
74,stipulate,hyẹ to họ,
74,stipulate,kā to họ,
74,stipulate,fua,
74,stipulate,di fua,
74,stipulation,anodi,apayeli
74,stipulation,ṅkātoho,yeli-kẹ-fuamo
75,stir,fono,
75,stir,fōntaṅ,
75,stir,hwānyāṅ mu,
75,stir,kā,
75,stir,kekā,
75,stir,kānyāṅ,
75,stir,nū (nūnū) mu,
75,stir,pūa,
75,stir,tane ani,
75,stir,,futa
75,stir,,lota
75,stir,,ta mli
75,stir,,hao mli
75,stir-apple,,latšá
75,stitch,wo,
75,stitch,pam,
75,stitch,tā mu,
75,stitch,,lata
75,stitch,,tšē he
75,stitch,,gbu
75,stock,dua,
75,stock,dunsiṅ,
75,stock,dutaṅ,
75,stock,ase,
75,stock,,tšo
75,stock,,tšoku
75,stock of money,dwetiri,
75,stock of money,sika akoteṅ,
75,stock of money,,dɛtri
75,stock of money,,yi
75,stocking,stokiṅ,
75,stocking,astagiri,
75,stocking,,kaosu
75,stocking,,kausu
75,stomach,nsonokeṣé,
75,stomach,yam' kotoku,
75,stomach,yafunum,
75,stomach,ofuru,
75,stomach,,kotoku
75,stomach,,musuṅ
75,my-aches,me,
75,my-aches,me bo fotaṅ me,
75,my-aches,,mitšine ṇo futami
75,my-rises,me bo fono me,
75,my-rises,,mitšine lotami
75,stone,ọbo,
75,stone,adua,
75,stone,aba,
75,stone,fweā,
75,stone,,tẹ
75,stone,pa abo,
75,stone,bo abo,
75,stone,siw abo,
75,stone,,tfa tẹ
75,stone,,tfia tei
75,stony,aboabo,
75,stony,,tẹitei
75,stony,sakasaka,
75,stool,agua,
75,stool,akoṅnua,
75,stool,abrogua,
75,stool,akenteṅnua,
75,stool,mâñó,
75,stool,,guo
75,stool,,ablogwa
75,stool,,sēi
75,stool,,maño
75,stoop,kotow,
75,stoop,bọ (ne)mu ase,
75,stoop,"bērẹ (ne hō, ne mu) ase",
75,stoop,si,
75,stoop,,dọ mli
75,stoop,,koto ši
75,stop,siw,
75,stop,kwaṅ,
75,stop,ano,
75,stop,tua ano,
75,stop,siaṅka,
75,stop,gyina,
75,stop,gyae,
75,stop,soe,
75,stop,,tši
75,stop,,gbẹ
75,stop,,na
75,stop,,pia
75,stop,,gbe daṅ
75,stop!,gyina họ!,
75,stop!,ayẹ yiye!,
75,stop!,,kokōko!
75,stop!,,ayẹ!
75,stop!,,damọ ši!
75,stopper,ntuaāno,
75,stopper,,plope
75,stopple,ntuaāno,
75,stopple,,plope
75,store,afiase,
75,store,adekorae,
75,store,adekoradaṅ,
75,store,pia,
75,store,pumpunu,
75,store,pakusu,
75,store,,fiase
75,store-keeper,ofiepanyiṅ,
75,store-keeper,odekorafo,
75,store-keeper,opiadifo,
75,store-keeper,,adiatširi
75,store-keeper,,sẹmo
75,storm,ahum,
75,storm,oprannā,
75,storm,gyegyēgye,
75,storm,sakasaka,
75,storm,,ahum
75,storm,ahum tu,
75,storm,mframa bọ denneṅ,
75,storm,bọ dam,
75,storm,toa,
75,storm,,hu
75,storm,,ahum tía
75,storm,,fā yi
75,storm,,kē yi
75,stormy,hū,
75,stormy,hō,
75,stormy,kirididi,
75,stormy,,hū
75,story,asẹm,
75,story,asẹṅkekāe,
75,story,asẹmma,
75,story,anansesẹm,
75,story,ayẹsẹm,
75,story,nsẹmso,
75,story,,sane
75,story,,nsọdo
75,story,,sēndo
75,upper-story,abansoro,
75,upper-story,,nsọdo enyo
75,upper-story,,ṅwei nsọdo
76,stout,kẹse,
76,stout,deṅ,
76,stout,denneṅ,
76,stout,dùkuduku,
76,stout,hō pirim,
76,stout,,agbo
76,stout,,wulu
76,stout,fi,
76,stout man,ọbẹraṅ,
76,stout man,ọhọọdeṅfo,
76,stout man,ọtwẹntwẹmfo,
76,stout man,,oblaṅ
76,stoutness,ọbẹraṅ,
76,stoutness,kẹse(yẹ),
76,stoutness,deṅ(yẹ),
76,stoutness,ahọọdeṅ,
76,stoutness,,oblaṅdšẹ
76,stoutness,,oblaṅbamo
76,stoutness,,agbodšẹ
76,stoutness,,fīlẹ
76,stow,sie,
76,stow,kora,
76,stow,,to
76,straight,tē,
76,straight,trēnē,
76,straight,tēe,
76,straight,Ak. tene,
76,straight,,trōmō
76,straight,dša,
76,straight-way,tē,
76,straight-way,trēneneṅe,
76,straight-way,(tu) nteṅ,
76,straight-way,,trẹuẹ
76,straighten,tēe,
76,straighten,tēetēe,
76,straighten,,dšadšẹ
76,straightness,otēe,
76,straightness,trēnẹ(yẹ),
76,straightness,,dšalẹ
76,straightness,,trẹnefemo
76,strain,peṅ mu,
76,strain,yere mu,
76,strain,kyim,
76,strain,soṅ so,
76,strain,mia ani,
76,strain,biri mogya ani,
76,strain,,do no
76,strain,,kpa no
76,strain,,tšere no
76,strait,ahọhia,
76,strait,ahọkyere,
76,strait,mpotam',
76,strait,,fimo
76,he is in a strait,ne hō bia no,
76,he is in a strait,ne hō kyere no,
76,he is in a strait,n'ani atane,
76,he is in a strait,,efilẹ
76,he is in a strait,,ehe fi
76,he is in a strait,,ehe hiale
76,strange,adefoforo,
76,strange,ṅwōṅwā,
76,strange,sono,
76,strange,Ak. sora,
76,strange,,kpōṅ
76,strange,,gbọ
76,strange,,sroto
76,strange,,kọšikọši
76,strange,sro,
76,strange,soro,
76,strange matter,aṅwoṅwāsem,
76,strange matter,asẹm foforo bi,
76,strange matter,,asemsro
76,stranger,ọhọho,
76,stranger,ọnanani,
76,stranger,,mokpōṅ
76,stranger,,gbọ
76,stranger,,maṅseṅyo
76,strangle,seṅ,
76,strangle,mene,
76,strangle,siw mene,
76,strangle,mia kọṅmu kum,
76,strangle,,sèṅ
76,strangle,,mia sē
76,strangle,,šōtō
76,straw,sare,
76,straw,ṅwura,
76,straw,,dfei
76,straw-basket,pirebi,
76,straw-basket,,ablabutu
76,straw-hat,,sōnfai
76,straw-mattras,pikyi,
76,straw-mattras,,tšatša
76,stray,yera,
76,stray,(hāra),
76,stray,wọ ntwẹtwẹdẹ,
76,stray,kyiṅ,
76,stray,kyini,
76,stray,,ladšẹ
76,stray,,dū gbẹ
76,stray,,tšomlọ
76,streak,sensaṅ,
76,streaked,ṅworaṅworaṅ,
76,stream,asu,
76,stream,asuteṅ,
76,stream,asuboṅteṅ,
76,stream,,fa
76,stream,,nsuboṅteṅ
76,street,bọrọṅ,
76,street,aboṅteṅ,
76,street,,blohū
76,street-tree,gyedua,
76,street-tree,,blohūṅtšo
76,strength,ahọọdeṅ,
76,strength,deṅ(yẹ),
76,strength,ọbẹraṅ(yẹ),
76,strength,mmaninyẹ,
76,strength,,wā
76,strength,,hewā
76,strength,,walẹ
76,strength,,hewalẹ
76,strength,,heṅwalẹ
76,strength,,kpakpatāfemo
76,strength,,oblaṅdšẹ
76,strength,,oblaṅbamo
76,strength,,timo
76,strength,,tūna
77,strengthen,hye deŋ,wa
77,strengthen,hye ahōodeŋ,wadše
77,strengthen,,wo hewale
77,strengthen,,fi se
77,strenuous,deŋ,
77,strenuous,pa,
77,strenuous,mmarimaso,
77,stretch,tēe,kpà
77,stretch,twē (mu),ble
77,stretch,terew (mu),gbe mli
77,stretch,yere mu,šia
77,stretch,peŋ mu,
77,stretch,sā,
77,strew,pē,gbe
77,strew,petē,fā
77,strew,gu,gbe..fā
77,strict,deŋ,petē
77,strict,ketē,kpeŋŋ
77,to be strict,(ani) ye deŋ,hie wá
77,to be strict,,fo mli kpeŋŋ
77,stride,si apoŋkoŋaŋ,tu nane
77,stride,tutu anaŋ,
77,strife,akasakasa,bē
77,strife,aperepere,bēi
77,strife,-di,hebē
77,strife,okō,apleple
77,strife,atutuw,-yeli
77,strife,,nōmo
77,strife,,natā
77,strike,bọ,di
77,strike,boro,lu
77,strike,fwe,yi
77,strike,pā,gba
77,strike,tow,gbe
77,strike,to,tfa
77,strike (of lightning),duru,
77,strike (of lightning),si,
77,strike (with the hand or fist),bọ mē,gba mā
77,strike (with the hand or fist),pā asōm,mā atfere
77,strike (with the hand or fist),tow twere,
77,strike (with the hand or fist),bọ-,
77,strike (with the hand or fist),bọ kuturuku,
77,strike (with the hand or fist),kuturumōá,
77,strike down,kā bọ fam,hẹ ši
77,strike down,,lu ši
77,strike down,,tfa ši
77,strike root,gye ntini,here (hele) ši
77,strike root,ṅhiù,yi fā
77,strike root,,dše šišifā
77,string,hama,kpà
77,string (of cowries),obaŋ,
77,half a string of cowries,tapo,tšakpo
77,string,kyekyere,fi
77,string,sina,wo kpā
77,string,baŋ,
77,strip,pa,kpla
77,strip,gua,kproke
77,strip,woro(w),
77,strip,wore,
77,striped cotton,dukudoŋ,konoku
77,striped cotton,abrokyiri-kente,ablotšile-kente
77,stripling,aberantéwá,
77,stripling,aberantékwá,
77,strive,bọ mmodeŋ,bọ modeŋ
77,strive,pere,ye apleple
77,strive,perepere,bē
77,strive,di aperepere,nō
77,strive,kò,ta na
77,stroke,obọ,tfā
77,stroke,asōm pā,tfiame
77,stroke,"mē (twere, kutruku)",toigbā
77,stroke,a wọbọ,toigblamo
77,stroke,,māgblamo
77,stroke,,bum
77,stroke,,gbo
77,stroke,,gbu
77,stroke,srasra,gbla he
77,stroke,siām,
77,stroke,defedefe,
77,stroke,kyi (nufu),
77,stroll,kyini,tšomlo
77,stroll,wọ ntweṭwede,bọ
77,stroll,bọ ko,bọ ko
77,stroller,obadueduefo,tšomlolo
77,stroller,okobọfo,kobọfo
78,strong,deṅ,
78,strong,dennéṅ,
78,strong,pintiṅ,
78,strong,prim,
78,strong,prímprim,
78,strong,,wā
78,strong,,agbo
78,strong,,anosā
78,strong,,dendeṅ
78,strong,,dendendeṅ
78,strong,,kākā
78,strong,,kpanā
78,strong,,kpanakpana
78,strong,,kpiṅ
78,strong,,titrī
78,strong (to be),hō ye deṅ,
78,strong (to be),hō ye pintiṅ,
78,strong (to be),ye obēraṅ,
78,strong (to be),oyẹ mû prim,
78,strong (to be),ne hō prim,
78,strong (to be),,wa
78,strong (to be),,he wa
78,strong (to be),,ti
78,strong (to be),,dše oblaṅ
78,strong (to be),,gba oblaṅ
78,strong-man,ohōgdeṅfo,
78,strong-man,otwentwemfo,
78,strong-man,oberaṅ,
78,strong-man,,hewalo
78,strong-man,,oblaṅ
78,struggle,kō,
78,struggle,-ntokwaw,
78,struggle,pere,
78,struggle,si kane,
78,struggle,,nō
78,struggle,,ple
78,struggle,,ši akaṅ
78,struma,,do
78,stubborn (to be),ṅweṅ,
78,stubborn (to be),ye mpi,
78,stubborn (to be),tew ahi,
78,stubborn (to be),asō asorow,
78,stubborn (to be),koṅ aseṅ,
78,stubborn (to be),ani ye deṅ,
78,stubborn (to be),,yitšo wa
78,stubborn (to be),,kuẹ kû
78,study,sūa ṅhōmam' fẹ,
78,study,nēm adesūa hō,
78,study,da dweṅ,
78,stuff,ade wode aye no biribi,
78,stuff,ade,
78,stuff,-titiriw,
78,stuff,afide,
78,stuff,ntama,
78,stumble,hintiw,
78,stumble,Ak. fwinti,
78,stumble,Kuk. sunti,
78,stumble,F. purow,
78,stumble,,hrāṅ
78,stumble,,tẹ (ši)
78,stumble,,trẹ
78,stumble,,ti ši
78,stumble,,tšō no
78,stumbling-block,hintidua,
78,stumbling-block,-bo,
78,stumbling-block,,pampi
78,stumbling-block,,tšōne
78,stumbling-block,,šitemoṅō
78,stump,siṅ,
78,stump,,ku
78,stump (of a tree),dunsiṅ,
78,stump (of a tree),,tšoku
78,stump (of a tree),,tšokuku
78,stunned (to be),etware no,
78,stunned (to be),,hie di m.k.
78,stupid,tiboṅkósò,
78,stupid,okwasea,
78,stupid,kwātéé,
78,stupid,ogyimfo,
78,stupid,aboa,
78,stupid (v.),gyimi,
78,stupid (v.),nni ti,
78,stupid (G. a.),,melō
78,stupid (G. n.),,kwašia
78,stupid (G. n.),,bulu
78,stupid (G. n.),,kolo
78,stupid (G. v.),,fe ašitū
78,stupid (G. v.),,yitšo wa
78,stupified (to be),hò dwiriw(no),
78,stupified (to be),,he dšō he
78,stupified (to be),,fe ṅwōṅwā
78,stutter,po dodow,
78,stutter,,ha momo
78,sty,prakodaṅ,
78,sty,,tšu
78,sty,,kplototšu
78,subject,akoa,
78,subject,onipa,
78,subject (pl.),omamfo,
78,subject (pl.),omaṅ mma,
78,subject (pl.),ṅkurofo,
78,subject,ade a eye a.s. woye no biribi,
78,subject,ade a wokā hō aseṅ,
78,subject,,gbomo
78,subject,,wenyo
78,subject,,šišinyo
78,subject,,dšasefonyo
78,subject (pl.),,maṅbii
78,subject (pl.),,webii
78,subject (pl.),,šišibii
78,sublime,kese,
78,sublime,kūnini,
78,sublime,nea woamāso,
78,sublime,,wulu
78,sublime (v.),ye gbeye,
78,submerge,mem,
78,submerge,do asuko,
78,submerge,hye-,
78,submerge,,mi
78,submerge,,šiu
78,submit,bēre (nehō) ase,
78,submit,de hye nsa,
78,submit,de (nehō) mā,
78,submit,,ùmẹ
78,submit,,ùmẹ ši
78,subsist,wo ho,
78,subsist,te.. so,
78,subsist,di,
78,subsist,didi,
78,subsist,yeṅ,
78,subsist,,ye
78,subsist,,ye
78,subsist,,le
79,subsistence,akwaŋhyęde,sisę
79,subsistence,akoŋhama,niyenii
79,subsistence,sise,lę
79,subsistence,,nyoŋdsenii
79,substance,ade,nō
79,substance,emu ade,nii
79,substance,adetitiriw,
79,substance,ahōde,
79,substitution,anaŋmuhye,nādšiaŋto
79,substitution,,yeli
79,succeed,di akyiri,ye sęo
79,succeed,di anaŋmu,ye nādšiaŋ
79,succeed,di ade,fere
79,succeed,ko anim,ya hie
79,succeed,ko so,ya no
79,succeed,nyā siade,
79,success,siade,šade
79,success,úkoso,feremo
79,success,,noyā
79,success,,hieyā
79,succession,anaŋmudi,nādšiaŋyeli
79,succession,adedi,sęoyeli
79,successor,adiakyiri,maňtše sęmo
79,successor,ahenniakyiri,
79,successor,odedifo,
79,succumb,di ŋkōgu,tfa na tû
79,such,sá,nakai
79,such,sā .. yi,nekę .. nę
79,suck,few,fo
79,suck,num nufu,šo
79,suck,,nu fufọ
79,suck,,ye fufọ
79,suckling,nufunumfo,fufonulọ
79,suckling,akokoā,gbeke fufọo
79,suckling,,gbeke abifao
79,suddenly,mpofirim',kpatû
79,suddenly,afreso,kpatukpatu
79,suddenly,amonomhọara,
79,to do,patuw,kpatu
79,suet,asābo hō srade,sabai he fọ
79,suffer,hū amane,na nō
79,suffer,hū biribi,na amane
79,suffer,mia ani hū,
79,suffer,yare,
79,suffer,mā ọkwaŋ,
79,suffer for,tua,wo nyōmọ
79,suffer for,tua kaw,
79,suffice,sō,fa
79,suffice,dōsō,šę
79,suffice,du (ano),na
79,sufficiency,nea csō,fale
79,sufficiency,ędōsō,šę
79,sufficiency,edu,nasę
79,sufficiency,,kplemọ
79,suffocate,siw mene,šiki
79,suffocation,menesiw,šikimọ
79,suffocation,,tsuisū
79,sugar,asikre,sukle
79,sugar,,tę
79,sugar cane,afwerew,sę
79,sugar cane,afwereę,wild-fwerew
79,suggest,hye nyansā,wo na
79,suggest,hye tirim,toin
79,suggest,,yin
79,suggest,,ñā
79,suicide,ahōkum,hegbę
79,he commits suicide,odi nehō dọm,egbe ehe
79,he commits suicide,,egbe edšeň na
79,suit,fata,sa
79,suit,kọ yiye,sa hie
80,sullen,muna,tū hie
80,sullen,kum,yibọ
80,sullen,anim,yikulę
80,sullen,anim amuna,
80,sum,ano,
80,sum,ntoāno,
80,summer,ahŏhurubere,latšabe
80,summit,atifi,yiteń
80,summit,sronsroń,šōšōšō
80,sun,oŵia,hūlū
80,sun,aŵia,hūnū
80,sun,,hūrū
80,sun-down,aŵiato,hūlūšinyō
80,sun-rise,aŵiapue,hūlūšitē
80,sun-rising,adekyēe,
80,sun-shine,aŵia,hūlūtšō
80,Sunday,kwasida,hogba
80,supercilious,n'ani tra ne ntoń,
80,superficially,anianihayi,famfam
80,superficially,fā-nè-fā,fā-kę-fā
80,to cover superficially,nyinanyinam,
80,superfluity,mmoroso,falę
80,superfluity,ntraso,niiańwūmọ
80,superfluity,tāmu,notekemọ
80,support,boa,piń
80,support,gyina akyi,wao
80,support,tweri,sọo
80,support,sum,wa
80,support,waw,wadše
80,support,hye deń,lę
80,support,bọ akońhama,
80,support (noun),ọboa,waomọ
80,support (noun),gyina,wadšemọ
80,support (noun),akyidua,lę
80,support (noun),mūdua,
80,support (noun),deńhye,
80,support (noun),akońhamabọ,
80,supporter,ọboafo,sẹfilọ
80,supporter,okyigyinafo,hefatalọ
80,suppose,susuw,kpa ši
80,suppose,susu,to hie
80,suppose,,yi fē
80,sure,nea ewom' ampa,krẹdẹ
80,sure,wonim ampa,lẹlẹń
80,sure,nokware,anọkwa
80,sure,ampaara,šińń
80,sure,,noni yeń
80,surety,a(ka)gyinam',akadšinam
80,surety,a(ka)gyinadi,nādšiańdāmọ
80,surety,a(ka)baso,mlidāmọ
80,surety,a(ka)basodi,
80,surf,asorọkye,nsrọkei
80,surf,aworo,
80,surface,ani,hie
80,surface,so,nọ
80,surface,hō,
80,surface,nsuani,
80,surname,mmărań,sablă
80,surname,nsăbrań,sablāń
80,surpass,seń,fe
80,surpass,kyeń,bọ nọ
80,surpass,boro (so),ho na
80,surpass,tra (so),ho he
80,surpass,buńkam (so),ta nọ
80,surpass,deń (so),teke nọ
80,surpass,,fe nine
80,surprise (verb),tow gu so,fie nọ
80,surprise (verb),tua,gbe nọ
80,surprise (verb),to,ti ši
80,surprise (verb),patuw,tua
80,surprise (verb),,nina
80,surprise (verb),,hień
80,surprise (verb),,kpatu
80,surprise (noun),ńwŏńwă,ńwŏńwă
80,surprise (noun),ntua,tuamọ
80,surprise (noun),,kpatumọ
81,surround,twa ho hyia,
81,surround,bo ho kontonkron,
81,surround,dantaban,
81,surround,,bole
81,surround,,bo klanma
81,surround,,sa yi
81,survey,fwe,
81,survey,gyen,
81,survey,gyen ani fwe,
81,survey,fwe so,
81,survey,susu (asase),
81,survey,,kwe
81,survey,,no hie ka m.k. hie
81,survey,,susu
81,suspect,susu (obi) ho bone,
81,suspect,,susu (m.k.) he efon
81,to render (one) suspected,ye (obi ho) osusuka,
81,to render (one) suspected,ntwatoso,
81,to render (one) suspected,mmotoso,
81,suspend,sen (so),
81,suspend,bo to ho,
81,suspend,tu so,
81,suspend,pem ase,
81,suspend,,tsotro si
81,suspend,,sen si
81,suspend,,tsi gbe
81,suspend,,tsi se
81,suspend,,fo
81,suspension,mmotoho,
81,suspension,akyinyegye,
81,suspension,ntuso,
81,suspension,,abo
81,suspension,,yeli
81,suspicion,,hiesa
81,suspicion,,dsen
81,suspicion,,hienmeinsa
81,suspicion,,so
81,suspicious,"he is - against him, onhu (onnim) ne tirim",
81,suspicious,,esusu ehe efon
81,sustain,sum,
81,sustain,waw,
81,sustain,tweri,
81,sustain,di boa,
81,sustain,yen,
81,sustain,bo akonhama,
81,sustain,mia ani hu (amane),
81,sustain,,he
81,sustain,,kpe na
81,sustain,,kpete sisi
81,sustain,,mia hie
81,swag,hodwow,
81,swag,hinhim,
81,swag,,tsotro si
81,swagger,hoahoa neho,
81,swagger,ye ahupo,
81,swagger,,fa (yaka)
81,swagger,,fu he
81,swallow,mene,
81,swallow,memmene,
81,swallow,,su
81,swallow,,mi
81,swallow,asomfana,
81,swallow,asonomfoa,
81,swallow,,nyonmobitete
81,swamp,atekyę,
81,swamp,dęnkyędęnkyę,
81,swamp,,nmoto
81,swamp,,nmiamo
81,swampy,taka,
81,swampy,takataka,
81,swampy,,nmotonmoto
81,sward,,wule
81,swarming,manyamanya,
81,swarming,pitipiti,
81,swarming,pepe,
81,swarming,,yukuyuku
81,swarming,,nyanyananya
81,swarming,,nyenyenyenyenye
81,swear,ka ntam,
81,swear,ka,
81,swear,di nsew,
81,swear,di abosom,
81,swear,,ka kita
81,swear,,kia kita
81,swear,,na
81,swear,,nana tan
81,swear -by,ka,na m.k.
81,swear -to,ka ntam gu so,ka m.k. kita
81,swear -falsely,ka ntanhu,
81,swear -mutually,di ntammara,
81,sweat,fifiri,
81,sweat,,latsa
82,sweep,pra,
82,sweep,prapra,
82,sweep,popa,
82,sweep,,bę
82,sweepings,ṅwura,
82,sweepings,dódów,
82,sweepings,,dfei
82,sweepings,,bęmọnii
82,sweepings,,tumunọ
82,sweet,dẹ,
82,sweet,dẹdé,
82,sweet,bróbrọbro,
82,sweet,dòkọ,
82,sweet,dòkọdọkọ,
82,sweet,fẹnemm,
82,sweet,frẽmfrẽm,
82,sweet,hũãmhũãm,
82,sweet,gyenennyenen,
82,sweet,fẹfé,
82,sweet,,dọkọ
82,sweet,,dọkọdọkọ
82,sweet,,srẽmsrẽm
82,sweet-heart,ọdọfo,
82,sweet-heart,mpănă,
82,sweet-heart,ṅwẹwẹ,
82,sweet-heart,,hemo
82,sweet-potatoe,ntómmọ,
82,sweet-potatoe,,atomo
82,sweet-scent,ohũãm,
82,sweet-scent,,ṅma
82,sweet-things,nnoḳoṅoḳowade,
82,sweet-things,,dọkọdọkẹnii
82,sweeten,mã eye fremfrem,
82,sweeten,,dọkọ
82,sweeten,,wo ṅomọ
82,sweetness,ọdew,
82,sweetness,ohũãm,
82,sweetness,ahõọfẹ,
82,sweetness,odwọ,
82,sweetness,ayamye,
82,sweetness,animtew,
82,sweetness,,dọkọmọ
82,sweetness,,ṅomọ
82,sweetness,,na-
82,sweetness,,he-
82,swell,họn,
82,swell,pũn,
82,swell,pumpun,
82,swell,puduw,
82,swell,yiri,
82,swell,pram,
82,swell,,fũ
82,swell,,he fũ
82,swell,,fũfũi
82,swell,,tẽre
82,swell,,yiri
82,swell,,plam
82,swell,,fe ṅmọnmọnmọ
82,swelling,ohọn,
82,swelling,,hefũmọ
82,swelling,abua,
82,swelling,kakao,
82,swerve,maṅ,
82,swerve,fom (kwaṅ),
82,swerve,kyini,
82,swift,harchare,
82,swift,fwimfwim,
